../DeferredShading/Models/sponza/sponza.obj
0.127286,0.600567,0.512146,31.2043,6.63218,-10.2327,5.09977,2.34285,1,60,100
0.484969,0.965804,0.738035,31.2043,8.48814,-3.74856,10.1608,2.63623,1,60,100
0.851165,0.924555,0.21454,31.2043,8.29862,-8.00654,8.79553,-2.2011,1,60,100
0.799604,0.675045,0.307761,31.2043,7.69717,4.33409,4.68311,-4.73529,1,60,100
0.226363,0.101088,0.20428,31.2043,3.96176,6.77325,2.17347,3.91287,1,60,100
0.905337,0.0631554,0.752835,31.2043,8.20888,-3.26095,9.68024,-4.73632,1,60,100
0.229198,0.137314,0.702762,31.2043,7.19792,9.78651,2.06891,0.763417,1,60,100
0.361236,0.376832,0.719236,31.2043,7.28517,-2.88173,-0.105492,2.60228,1,60,100
0.194168,0.0363914,0.570677,31.2043,6.45777,-8.69786,3.20699,-2.85701,1,60,100
0.950906,0.662588,0.211236,31.2043,8.42016,-6.60805,9.50109,1.79965,1,60,100
0.666675,0.106149,0.155994,31.2043,7.00315,-1.13377,8.74091,2.27385,1,60,100
0.229177,0.724454,0.693847,31.2043,7.31259,-9.42705,5.58913,0.185426,1,60,100
0.77746,0.190851,0.893046,31.2043,8.15099,-1.95192,8.6222,2.25184,1,60,100
0.638142,0.198672,0.75323,31.2043,7.4621,3.47565,8.83872,-4.78685,1,60,100
0.0424612,0.422244,0.62776,31.2043,6.78712,-9.11539,7.07303,-0.994325,1,60,100
0.887043,0.67484,0.670531,31.2043,8.12257,-2.22435,5.33413,3.49387,1,60,100
0.801872,0.0436141,0.137335,31.2043,7.70849,0.801849,8.72664,-0.94614,1,60,100
0.536885,0.678747,0.247957,31.2043,7.06887,-10.2926,10.1409,3.88952,1,60,100
0.460312,0.325481,0.515081,31.2043,6.12077,10.5682,1.28211,2.44051,1,60,100
0.462836,0.738097,0.0623424,31.2043,7.38384,6.3775,4.00798,-0.5918,1,60,100
0.174868,0.681108,0.541902,31.2043,7.08167,-7.55415,7.05888,2.89045,1,60,100
0.692066,0.200418,0.34404,31.2043,7.14072,0.774375,4.89925,1.21008,1,60,100
0.612583,0.323932,0.917418,31.2043,8.2654,-2.96161,10.1095,-2.42553,1,60,100
0.231358,0.495244,0.188451,31.2043,5.99615,-8.43973,8.90277,-2.43294,1,60,100
0.814713,0.538222,0.726704,31.2043,7.77228,0.346917,0.737632,2.13052,1,60,100
0.563598,0.274126,0.860459,31.2043,7.99555,8.8357,4.37794,-1.55251,1,60,100
0.684576,0.458825,0.659249,31.2043,7.10041,-9.21211,7.42511,4.57876,1,60,100
0.0184699,0.83552,0.136946,31.2043,7.87459,-6.59358,6.00178,3.832,1,60,100
0.123835,0.754637,0.46414,31.2043,7.46934,-0.605399,5.41109,1.29862,1,60,100
0.261427,0.432529,0.931154,31.2043,8.32922,6.44822,-0.241493,-3.84986,1,60,100
0.985405,0.738441,0.574501,31.2043,8.57677,3.10368,0.754058,2.64331,1,60,100
0.962921,0.604673,0.522333,31.2043,8.47502,10.6429,-0.255091,1.58069,1,60,100
0.921691,0.408889,0.609574,31.2043,8.28531,-7.17662,7.49305,-2.7271,1,60,100
0.466275,0.59056,0.860693,31.2043,7.99667,-0.2107,2.7318,4.81358,1,60,100
0.9969,0.355019,0.108382,31.2043,8.62835,8.7145,1.90759,-3.71779,1,60,100
0.735529,0.213425,0.323325,31.2043,7.37048,9.73106,1.42589,3.09465,1,60,100
0.417357,0.838985,0.448168,31.2043,7.8915,-10.7961,5.20419,4.66165,1,60,100
0.105815,0.991874,0.181618,31.2043,8.60583,10.8838,4.52908,1.14832,1,60,100
0.0675533,0.206435,0.677651,31.2043,7.06293,-1.93624,10.0878,-4.91827,1,60,100
0.565748,0.820647,0.877513,31.2043,8.07726,9.18255,10.0009,4.16795,1,60,100
0.0446022,0.125966,0.293188,31.2043,4.54776,-0.3538,3.55313,-3.87534,1,60,100
0.700629,0.372903,0.330455,31.2043,7.18654,-1.82349,3.93161,-2.04574,1,60,100
0.920106,0.280469,0.0564984,31.2043,8.27793,-4.74837,5.38571,4.20297,1,60,100
0.0752615,0.798078,0.0676071,31.2043,7.68955,6.71147,9.19653,-2.9584,1,60,100
0.820689,0.0955905,0.0431551,31.2043,7.8018,-5.96438,9.13768,-4.37175,1,60,100
0.245252,0.207905,0.97179,31.2043,8.5153,-10.0476,4.78687,1.88948,1,60,100
0.206621,0.30433,0.794313,31.2043,7.6707,11.2953,9.5069,1.51416,1,60,100
0.258551,0.646336,0.161263,31.2043,6.89105,-8.33753,3.58823,2.24801,1,60,100
0.0444233,0.193006,0.090426,31.2043,3.63674,10.9797,1.53166,-2.65246,1,60,100
0.663928,0.100159,0.0475624,31.2043,6.98811,1.44585,3.38216,3.63257,1,60,100
0.455649,0.916235,0.26652,31.2043,8.25988,-0.296281,5.63897,3.8528,1,60,100
0.29258,0.745278,0.336996,31.2043,7.42108,-1.83727,9.94682,3.91084,1,60,100
0.670288,0.244755,0.707877,31.2043,7.22511,10.2554,1.28962,-4.40507,1,60,100
0.963636,0.927836,0.425003,31.2043,8.47828,-9.3046,0.39834,-3.50043,1,60,100
0.19665,0.715734,0.229803,31.2043,7.2667,-10.1392,3.11692,3.55474,1,60,100
0.369122,0.455716,0.774943,31.2043,7.57304,-0.154869,0.169804,0.454227,1,60,100
0.157426,0.261568,0.423696,31.2043,5.52462,-7.19336,2.33004,4.03748,1,60,100
0.676393,0.683225,0.340184,31.2043,7.09311,-5.49084,2.04686,-3.05959,1,60,100
0.547405,0.922465,0.105917,31.2043,8.2889,7.83205,0.453126,4.02987,1,60,100
0.947257,0.740157,0.448987,31.2043,8.40343,5.4776,3.11824,2.13236,1,60,100
0.591484,0.623294,0.392028,31.2043,6.76191,-9.66594,2.09185,4.65513,1,60,100
0.832912,0.486784,0.744592,31.2043,7.86183,3.0682,7.83355,5.05094,1,60,100
0.514444,0.0565812,0.91186,31.2043,8.23944,-9.06691,-0.451051,2.93471,1,60,100
0.23735,0.493063,0.664779,31.2043,6.99278,-1.44934,0.94868,-2.80475,1,60,100
0.484257,0.667513,0.0055054,31.2043,7.00773,5.51087,6.49007,1.06205,1,60,100
0.244544,0.504271,0.714356,31.2043,7.25942,5.19176,10.1571,2.16976,1,60,100
0.885189,0.397513,0.638873,31.2043,8.11377,-9.89063,0.0386446,-1.01673,1,60,100
0.162809,0.693667,0.853022,31.2043,7.95966,-2.76986,8.55141,4.32862,1,60,100
0.859481,0.265743,0.648676,31.2043,7.99084,5.74983,7.05955,-4.34057,1,60,100
0.977928,0.438446,0.877839,31.2043,8.54307,3.122,8.6381,2.36101,1,60,100
0.430246,0.195264,0.302692,31.2043,5.56936,-10.6829,1.36467,-3.79074,1,60,100
0.120051,0.381359,0.4902,31.2043,5.96408,-11.2175,6.14705,0.597742,1,60,100
0.302941,0.463131,0.129237,31.2043,5.78903,-2.09796,6.34007,-3.46362,1,60,100
0.564135,0.889779,0.144509,31.2043,8.13553,-3.69391,-0.585059,-3.22878,1,60,100
0.47176,0.143957,0.0201461,31.2043,5.84537,9.52639,5.63785,3.79024,1,60,100
0.998234,0.73137,0.325481,31.2043,8.63431,-10.6319,1.76751,2.72029,1,60,100
0.498987,0.032875,0.642826,31.2043,6.87153,-10.0495,4.20546,-2.98513,1,60,100
0.374458,0.728038,0.601153,31.2043,7.33137,9.67987,9.48192,-3.6731,1,60,100
0.0507397,0.64981,0.901636,31.2043,8.19149,3.97029,1.84977,3.82753,1,60,100
0.663048,0.459944,0.885715,31.2043,8.11627,4.83329,3.07835,1.65115,1,60,100
0.176022,0.0346874,0.113306,31.2043,3.46048,8.35189,5.3269,-4.84204,1,60,100
0.893911,0.122717,0.0924432,31.2043,8.15508,2.82892,10.0033,-3.35697,1,60,100
0.486365,0.694938,0.0699737,31.2043,7.15612,-2.23581,4.93732,2.45782,1,60,100
0.777919,0.371625,0.0525616,31.2043,7.58812,8.03323,2.4386,1.05556,1,60,100
0.701771,0.478929,0.400769,31.2043,7.19264,-6.59928,-0.485645,-1.27011,1,60,100
0.114897,0.214929,0.00538632,31.2043,3.85321,-10.7552,8.51545,-4.18218,1,60,100
0.425365,0.077761,0.158357,31.2043,5.53604,2.79571,5.66838,3.2743,1,60,100
0.100158,0.606141,0.273168,31.2043,6.66422,3.0954,8.40199,1.66087,1,60,100
0.313817,0.382347,0.0870437,31.2043,5.23381,-7.97645,9.70174,1.44707,1,60,100
0.811109,0.193202,0.0825275,31.2043,7.75443,-1.42277,0.481589,-0.348342,1,60,100
0.925405,0.07602,0.36076,31.2043,8.30257,-7.90739,6.6576,4.83908,1,60,100
0.153377,0.914045,0.777036,31.2043,8.24966,6.80289,2.13398,-0.875793,1,60,100
0.305369,0.494542,0.0125492,31.2043,5.9917,3.75526,0.876645,-3.28885,1,60,100
0.763685,0.709692,0.110539,31.2043,7.51572,-2.44372,5.86013,2.39035,1,60,100
0.151367,0.841137,0.801132,31.2043,7.90198,9.32699,4.11311,-1.6629,1,60,100
0.0665523,0.363454,0.032112,31.2043,5.09572,2.97017,8.01281,1.6392,1,60,100
0.406951,0.0244239,0.326801,31.2043,5.40863,-6.5994,3.99286,5.06701,1,60,100
0.449421,0.296886,0.977442,31.2043,8.54087,2.27376,2.71625,4.57534,1,60,100
0.625705,0.417428,0.203502,31.2043,6.77554,5.53628,6.07707,-3.99091,1,60,100
0.857586,0.048754,0.578208,31.2043,7.9817,-3.82572,5.32367,-1.27274,1,60,100
